"store","store_id","websites","attribute_set","type","configurable_attributes","_super_attribute_code","category_ids","sku","associated","name","manufacturer","mfg_model","aw_callforprice","msrp_enabled","msrp_display_actual_price_type","msrp","price","special_price","special_from_date","special_to_date","weight","tax_class_id","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","status","visibility","is_recurring","url_key","url_path","meta_title","meta_description","meta_keyword","image_label","small_image_label","thumbnail_label","image","small_image","thumbnail","media_gallery","description","short_description","feature_1","feature_2","feature_3","feature_4","rug_color","rug_shape","rug_style","rug_nav","rug_size","rug_material","mfg_collection","assembly_req","country_of_manufacture","ship_type","lead_time","enable_googlecheckout","gift_message_available","has_options","custom_layout_update","page_layout","options_container","custom_design","custom_design_from","custom_design_to","news_from_date","news_to_date","reward_no_discount","reward_points","product_name","product_type_id","product_status_changed","product_changed_websites","recurring_profile","shipping_height","shipping_width","shipping_length","pile_height","construction","stain_resistant","fire_resistant","care_cleaning","warranty","upc"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-1548236FIVYREDC50-C50","","Rizzy Ivory/Red Rug in 18.48-C50","Rizzy","8236F","","Use config","Use config","","654291364350","Running","","","18.48","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Ivory/Red Rug in 18.48-C50","","","","","","/rizzy/1548236FIVYREDC50.jpg","/rizzy/1548236FIVYREDC50.jpg","/rizzy/1548236FIVYREDC50.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Ivory/Red Rug in 18.48-C50","simple","","","","198","262","76","66-Pile Height","Hand Knotted","","","6","","IVYRED"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-1548236FIVYREDE10-E10","","Rizzy Ivory/Red Rug in 38.4-E10","Rizzy","8236F","","Use config","Use config","","654291015986","Running","","","38.4","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Ivory/Red Rug in 38.4-E10","","","","","","/rizzy/1548236FIVYREDE10.jpg","/rizzy/1548236FIVYREDE10.jpg","/rizzy/1548236FIVYREDE10.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Ivory/Red Rug in 38.4-E10","simple","","","","429","543","165","96-Pile Height","Hand Knotted","","","8","","IVYRED"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-1548236FIVYREDG99-G99","","Rizzy Ivory/Red Rug in 84.48-G99","Rizzy","8236F","","Use config","Use config","","654291452965","Running","","","84.48","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Ivory/Red Rug in 84.48-G99","","","","","","/rizzy/1548236FIVYREDG99.jpg","/rizzy/1548236FIVYREDG99.jpg","/rizzy/1548236FIVYREDG99.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Ivory/Red Rug in 84.48-G99","simple","","","","907","1199","349","132-Pile Height","Hand Knotted","","","9","","IVYRED"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-1548236FIVYREDI3A-I3A","","Rizzy Ivory/Red Rug in 17.28-I3A","Rizzy","8236F","","Use config","Use config","","654291016006","Running","","","17.28","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Ivory/Red Rug in 17.28-I3A","","","","","","/rizzy/1548236FIVYREDI3A.jpg","/rizzy/1548236FIVYREDI3A.jpg","/rizzy/1548236FIVYREDI3A.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Ivory/Red Rug in 17.28-I3A","simple","","","","185","244","71","96-Pile Height","Hand Knotted","","","8","","IVYRED"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-1548236FIVYREDN80-N80","","Rizzy Ivory/Red Rug in 61.44-N80","Rizzy","8236F","","Use config","Use config","","654291460939","Running","","","61.44","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Ivory/Red Rug in 61.44-N80","","","","","","/rizzy/1548236FIVYREDN80.jpg","/rizzy/1548236FIVYREDN80.jpg","/rizzy/1548236FIVYREDN80.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Ivory/Red Rug in 61.44-N80","simple","","","","658","869","253","96-Pile Height","Hand Knotted","","","8","","IVYRED"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-1548236FIVYREDP00-P00","","Rizzy Ivory/Red Rug in 5.76-P00","Rizzy","8236F","","Use config","Use config","","654291016280","Running","","","5.76","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Ivory/Red Rug in 5.76-P00","","","","","","/rizzy/1548236FIVYREDP00.jpg","/rizzy/1548236FIVYREDP00.jpg","/rizzy/1548236FIVYREDP00.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Ivory/Red Rug in 5.76-P00","simple","","","","62","84","24","36-Pile Height","Hand Knotted","","","3","","IVYRED"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-1548268FREDBLKC50-C50","","Rizzy Red/Black Rug in 18.48-C50","Rizzy","8268F","","Use config","Use config","","654291364480","Running","","","18.48","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Red/Black Rug in 18.48-C50","","","","","","/rizzy/1548268FREDBLKC50.jpg","/rizzy/1548268FREDBLKC50.jpg","/rizzy/1548268FREDBLKC50.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Red/Black Rug in 18.48-C50","simple","","","","198","262","76","66-Pile Height","Hand Knotted","","","6","","REDBLK"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-1548268FREDBLKE10-E10","","Rizzy Red/Black Rug in 38.4-E10","Rizzy","8268F","","Use config","Use config","","654291016112","Running","","","38.4","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Red/Black Rug in 38.4-E10","","","","","","/rizzy/1548268FREDBLKE10.jpg","/rizzy/1548268FREDBLKE10.jpg","/rizzy/1548268FREDBLKE10.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Red/Black Rug in 38.4-E10","simple","","","","429","543","165","96-Pile Height","Hand Knotted","","","8","","REDBLK"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-1548268FREDBLKG99-G99","","Rizzy Red/Black Rug in 84.48-G99","Rizzy","8268F","","Use config","Use config","","654291016129","Running","","","84.48","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Red/Black Rug in 84.48-G99","","","","","","/rizzy/1548268FREDBLKG99.jpg","/rizzy/1548268FREDBLKG99.jpg","/rizzy/1548268FREDBLKG99.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Red/Black Rug in 84.48-G99","simple","","","","907","1199","349","132-Pile Height","Hand Knotted","","","9","","REDBLK"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-1548268FREDBLKI3A-I3A","","Rizzy Red/Black Rug in 17.28-I3A","Rizzy","8268F","","Use config","Use config","","654291016136","Running","","","17.28","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Red/Black Rug in 17.28-I3A","","","","","","/rizzy/1548268FREDBLKI3A.jpg","/rizzy/1548268FREDBLKI3A.jpg","/rizzy/1548268FREDBLKI3A.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Red/Black Rug in 17.28-I3A","simple","","","","185","244","71","96-Pile Height","Hand Knotted","","","8","","REDBLK"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-1548268FREDBLKN80-N80","","Rizzy Red/Black Rug in 61.44-N80","Rizzy","8268F","","Use config","Use config","","654291460953","Running","","","61.44","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Red/Black Rug in 61.44-N80","","","","","","/rizzy/1548268FREDBLKN80.jpg","/rizzy/1548268FREDBLKN80.jpg","/rizzy/1548268FREDBLKN80.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Red/Black Rug in 61.44-N80","simple","","","","658","869","253","96-Pile Height","Hand Knotted","","","8","","REDBLK"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-1548268FREDBLKP00-P00","","Rizzy Red/Black Rug in 5.76-P00","Rizzy","8268F","","Use config","Use config","","654291016143","Running","","","5.76","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Red/Black Rug in 5.76-P00","","","","","","/rizzy/1548268FREDBLKP00.jpg","/rizzy/1548268FREDBLKP00.jpg","/rizzy/1548268FREDBLKP00.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Red/Black Rug in 5.76-P00","simple","","","","62","84","24","36-Pile Height","Hand Knotted","","","3","","REDBLK"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-1548527FBLKGLDC50-C50","","Rizzy Black/Gold Rug in 18.48-C50","Rizzy","8527F","","Use config","Use config","","654291507115","Running","","","18.48","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Black/Gold Rug in 18.48-C50","","","","","","/rizzy/1548527FBLKGLDC50.jpg","/rizzy/1548527FBLKGLDC50.jpg","/rizzy/1548527FBLKGLDC50.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Black/Gold Rug in 18.48-C50","simple","","","","198","262","76","66-Pile Height","Hand Knotted","","","6","","BLKGLD"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-1548527FBLKGLDE10-E10","","Rizzy Black/Gold Rug in 38.4-E10","Rizzy","8527F","","Use config","Use config","","654291507122","Running","","","38.4","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Black/Gold Rug in 38.4-E10","","","","","","/rizzy/1548527FBLKGLDE10.jpg","/rizzy/1548527FBLKGLDE10.jpg","/rizzy/1548527FBLKGLDE10.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Black/Gold Rug in 38.4-E10","simple","","","","429","543","165","96-Pile Height","Hand Knotted","","","8","","BLKGLD"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-1548527FBLKGLDG99-G99","","Rizzy Black/Gold Rug in 84.48-G99","Rizzy","8527F","","Use config","Use config","","654291507139","Running","","","84.48","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Black/Gold Rug in 84.48-G99","","","","","","/rizzy/1548527FBLKGLDG99.jpg","/rizzy/1548527FBLKGLDG99.jpg","/rizzy/1548527FBLKGLDG99.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Black/Gold Rug in 84.48-G99","simple","","","","907","1199","349","132-Pile Height","Hand Knotted","","","9","","BLKGLD"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-1548527FBLKGLDI3A-I3A","","Rizzy Black/Gold Rug in 17.28-I3A","Rizzy","8527F","","Use config","Use config","","654291507153","Running","","","17.28","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Black/Gold Rug in 17.28-I3A","","","","","","/rizzy/1548527FBLKGLDI3A.jpg","/rizzy/1548527FBLKGLDI3A.jpg","/rizzy/1548527FBLKGLDI3A.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Black/Gold Rug in 17.28-I3A","simple","","","","185","244","71","96-Pile Height","Hand Knotted","","","8","","BLKGLD"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-1548527FBLKGLDN80-N80","","Rizzy Black/Gold Rug in 61.44-N80","Rizzy","8527F","","Use config","Use config","","654291507146","Running","","","61.44","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Black/Gold Rug in 61.44-N80","","","","","","/rizzy/1548527FBLKGLDN80.jpg","/rizzy/1548527FBLKGLDN80.jpg","/rizzy/1548527FBLKGLDN80.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Black/Gold Rug in 61.44-N80","simple","","","","658","869","253","96-Pile Height","Hand Knotted","","","8","","BLKGLD"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-1548527FBLKGLDP00-P00","","Rizzy Black/Gold Rug in 5.76-P00","Rizzy","8527F","","Use config","Use config","","654291507108","Running","","","5.76","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Black/Gold Rug in 5.76-P00","","","","","","/rizzy/1548527FBLKGLDP00.jpg","/rizzy/1548527FBLKGLDP00.jpg","/rizzy/1548527FBLKGLDP00.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Black/Gold Rug in 5.76-P00","simple","","","","62","84","24","36-Pile Height","Hand Knotted","","","3","","BLKGLD"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-2618551FRST000C50-C50","","Rizzy Rust Rug in 19.25-C50","Rizzy","8551F","","Use config","Use config","","654291521562","Running","","","19.25","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Rust Rug in 19.25-C50","","","","","","/rizzy/2618551FRST000C50.jpg","/rizzy/2618551FRST000C50.jpg","/rizzy/2618551FRST000C50.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Rust Rug in 19.25-C50","simple","","","","439","583","169","66-Pile Height","Hand Knotted","","","6","","RST000"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-2618551FRST000E10-E10","","Rizzy Rust Rug in 40-E10","Rizzy","8551F","","Use config","Use config","","654291521555","Running","","","40","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Rust Rug in 40-E10","","","","","","/rizzy/2618551FRST000E10.jpg","/rizzy/2618551FRST000E10.jpg","/rizzy/2618551FRST000E10.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Rust Rug in 40-E10","simple","","","","923","1212","355","96-Pile Height","Hand Knotted","","","8","","RST000"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-2618551FRST000G99-G99","","Rizzy Rust Rug in 88-G99","Rizzy","8551F","","Use config","Use config","","654291521579","Running","","","88","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Rust Rug in 88-G99","","","","","","/rizzy/2618551FRST000G99.jpg","/rizzy/2618551FRST000G99.jpg","/rizzy/2618551FRST000G99.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Rust Rug in 88-G99","simple","","","","2018","2669","776","132-Pile Height","Hand Knotted","","","8","","RST000"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-2877276FIVY000C00-C00","","Rizzy Ivory Rug in 26.4-C00","Rizzy","7276F","","Use config","Use config","","654291537426","Running","","","26.4","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Ivory Rug in 26.4-C00","","","","","","/rizzy/2877276FIVY000C00.jpg","/rizzy/2877276FIVY000C00.jpg","/rizzy/2877276FIVY000C00.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Ivory Rug in 26.4-C00","simple","","","","1017","1346","391","72-Pile Height","Hand Knotted","","","6","","IVY000"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-2877276FIVY000E50-E50","","Rizzy Ivory Rug in 51.43-E50","Rizzy","7276F","","Use config","Use config","","654291537433","Running","","","51.43","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Ivory Rug in 51.43-E50","","","","","","/rizzy/2877276FIVY000E50.jpg","/rizzy/2877276FIVY000E50.jpg","/rizzy/2877276FIVY000E50.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Ivory Rug in 51.43-E50","simple","","","","2275","2620","875","102-Pile Height","Hand Knotted","","","8","","IVY000"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-2877276FIVY000F99-F99","","Rizzy Ivory Rug in 83.12-F99","Rizzy","7276F","","Use config","Use config","","654291537440","Running","","","83.12","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Ivory Rug in 83.12-F99","","","","","","/rizzy/2877276FIVY000F99.jpg","/rizzy/2877276FIVY000F99.jpg","/rizzy/2877276FIVY000F99.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Ivory Rug in 83.12-F99","simple","","","","3203","4235","1232","117-Pile Height","Hand Knotted","","","8","","IVY000"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-2877276FIVY000G50-G50","","Rizzy Ivory Rug in 107.53-G50","Rizzy","7276F","","Use config","Use config","","654291537457","Running","","","107.53","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Ivory Rug in 107.53-G50","","","","","","/rizzy/2877276FIVY000G50.jpg","/rizzy/2877276FIVY000G50.jpg","/rizzy/2877276FIVY000G50.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Ivory Rug in 107.53-G50","simple","","","","4144","5480","1594","138-Pile Height","Hand Knotted","","","9","","IVY000"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-2877276FIVY000H50-H50","","Rizzy Ivory Rug in 141.08-H50","Rizzy","7276F","","Use config","Use config","","654291537464","Running","","","141.08","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Ivory Rug in 141.08-H50","","","","","","/rizzy/2877276FIVY000H50.jpg","/rizzy/2877276FIVY000H50.jpg","/rizzy/2877276FIVY000H50.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Ivory Rug in 141.08-H50","simple","","","","5439","7192","2092","162-Pile Height","Hand Knotted","","","11","","IVY000"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-2877276FIVY000P00-P00","","Rizzy Ivory Rug in 6.6-P00","Rizzy","7276F","","Use config","Use config","","654291694198","Running","","","6.6","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Ivory Rug in 6.6-P00","","","","","","/rizzy/2877276FIVY000P00.jpg","/rizzy/2877276FIVY000P00.jpg","/rizzy/2877276FIVY000P00.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Ivory Rug in 6.6-P00","simple","","","","255","336","98","36-Pile Height","Hand Knotted","","","3","","IVY000"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-2976265FGLDREDC00-C00","","Rizzy Gold/Red Rug in 25.68-C00","Rizzy","6265F","","Use config","Use config","","654291417018","Running","","","25.68","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Gold/Red Rug in 25.68-C00","","","","","","/rizzy/2976265FGLDREDC00.jpg","/rizzy/2976265FGLDREDC00.jpg","/rizzy/2976265FGLDREDC00.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Gold/Red Rug in 25.68-C00","simple","","","","585","774","225","72-Pile Height","Hand Knotted","","","6","","GLDRED"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-2976265FGLDREDE50-E50","","Rizzy Gold/Red Rug in 50.02-E50","Rizzy","6265F","","Use config","Use config","","654291417025","Running","","","50.02","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Gold/Red Rug in 50.02-E50","","","","","","/rizzy/2976265FGLDREDE50.jpg","/rizzy/2976265FGLDREDE50.jpg","/rizzy/2976265FGLDREDE50.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Gold/Red Rug in 50.02-E50","simple","","","","1183","1509","455","102-Pile Height","Hand Knotted","","","8","","GLDRED"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-2976265FGLDREDF99-F99","","Rizzy Gold/Red Rug in 80.84999999999999-F99","Rizzy","6265F","","Use config","Use config","","654291417032","Running","","","80.84999999999999","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Gold/Red Rug in 80.84999999999999-F99","","","","","","/rizzy/2976265FGLDREDF99.jpg","/rizzy/2976265FGLDREDF99.jpg","/rizzy/2976265FGLDREDF99.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Gold/Red Rug in 80.84999999999999-F99","simple","","","","1843","2438","709","117-Pile Height","Hand Knotted","","","8","","GLDRED"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-2976265FGLDREDG50-G50","","Rizzy Gold/Red Rug in 104.59-G50","Rizzy","6265F","","Use config","Use config","","654291417049","Running","","","104.59","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Gold/Red Rug in 104.59-G50","","","","","","/rizzy/2976265FGLDREDG50.jpg","/rizzy/2976265FGLDREDG50.jpg","/rizzy/2976265FGLDREDG50.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Gold/Red Rug in 104.59-G50","simple","","","","2387","3155","918","138-Pile Height","Hand Knotted","","","10","","GLDRED"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-2976265FGLDREDH50-H50","","Rizzy Gold/Red Rug in 137.23-H50","Rizzy","6265F","","Use config","Use config","","654291417056","Running","","","137.23","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Gold/Red Rug in 137.23-H50","","","","","","/rizzy/2976265FGLDREDH50.jpg","/rizzy/2976265FGLDREDH50.jpg","/rizzy/2976265FGLDREDH50.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Gold/Red Rug in 137.23-H50","simple","","","","3130","4138","1204","162-Pile Height","Hand Knotted","","","12","","GLDRED"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-2976266FCOP000C00-C00","","Rizzy Copper Rug in 25.68-C00","Rizzy","6266F","","Use config","Use config","","654291417148","Running","","","25.68","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Copper Rug in 25.68-C00","","","","","","/rizzy/2976266FCOP000C00.jpg","/rizzy/2976266FCOP000C00.jpg","/rizzy/2976266FCOP000C00.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Copper Rug in 25.68-C00","simple","","","","585","774","225","72-Pile Height","Hand Knotted","","","6","","COP000"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-2976266FCOP000E50-E50","","Rizzy Copper Rug in 50.02-E50","Rizzy","6266F","","Use config","Use config","","654291417155","Running","","","50.02","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Copper Rug in 50.02-E50","","","","","","/rizzy/2976266FCOP000E50.jpg","/rizzy/2976266FCOP000E50.jpg","/rizzy/2976266FCOP000E50.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Copper Rug in 50.02-E50","simple","","","","1183","1509","455","102-Pile Height","Hand Knotted","","","8","","COP000"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-2976266FCOP000F99-F99","","Rizzy Copper Rug in 80.84999999999999-F99","Rizzy","6266F","","Use config","Use config","","654291417162","Running","","","80.84999999999999","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Copper Rug in 80.84999999999999-F99","","","","","","/rizzy/2976266FCOP000F99.jpg","/rizzy/2976266FCOP000F99.jpg","/rizzy/2976266FCOP000F99.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Copper Rug in 80.84999999999999-F99","simple","","","","1843","2438","709","117-Pile Height","Hand Knotted","","","8","","COP000"
"admin","0","Base","Rugs","simple","","","83,6","RIZZY-2976266FCOP000G50-G50","","Rizzy Copper Rug in 104.59-G50","Rizzy","6266F","","Use config","Use config","","654291417179","Running","","","104.59","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Rizzy Copper Rug in 104.59-G50","","","","","","/rizzy/2976266FCOP000G50.jpg","/rizzy/2976266FCOP000G50.jpg","/rizzy/2976266FCOP000G50.jpg","","India","","","","","","","","","","","Home","","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","Rizzy Copper Rug in 104.59-G50","simple","","","","2387","3155","918","138-Pile Height","Hand Knotted","","","10","","COP000"
