"store","store_id","websites","attribute_set","type","configurable_attributes","_super_attribute_code","category_ids","sku","associated","name","manufacturer","mfg_model","aw_callforprice","msrp_enabled","msrp_display_actual_price_type","msrp","price","special_price","special_from_date","special_to_date","weight","tax_class_id","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","status","visibility","is_recurring","url_key","url_path","meta_title","meta_description","meta_keyword","image_label","small_image_label","thumbnail_label","image","small_image","thumbnail","media_gallery","description","short_description","feature_1","feature_2","feature_3","feature_4","rug_color","rug_shape","rug_style","rug_nav","rug_size","rug_material","mfg_collection","assembly_req","country_of_manufacture","ship_type","lead_time","enable_googlecheckout","gift_message_available","has_options","custom_layout_update","page_layout","options_container","custom_design","custom_design_from","custom_design_to","news_from_date","news_to_date","reward_no_discount","reward_points","product_name","product_type_id","product_status_changed","product_changed_websites","recurring_profile","shipping_height","shipping_width","shipping_length","pile_height","construction","stain_resistant","fire_resistant","care_cleaning","warranty"
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-8268F-REDBLK-8'x8'Round","","Feizy Yale Rug in Red/Black-8' x 8' Round","Feizy","8268F","","Use config","Use config","","987","658","","","61.44","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Yale Rug in Red/Black-8' x 8' Round","","","","","","/feizy/154-8268F-REDBLK.jpg","/feizy/154-8268F-REDBLK.jpg","/feizy/154-8268F-REDBLK.jpg","","Long-treasured Persian and Indian motifs rise from antiquity in the celebrated Yale Collection. Borrowing centuries-old patterns from renowned weaving centers such as Kashan, Tabriz and Agra, these rugs command attention with their opulent palettes and time-honored designs.","","","","","","Reds","Round","Traditional","Round 7'-8'","8' x 8' Round","100% Wool Pile","Yale","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","8","8","96","","Hand tufted in India with a pure wool pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-8268F-REDBLK-2'x3'","","Feizy Yale Rug in Red/Black-2' x 3'","Feizy","8268F","","Use config","Use config","","93","62","","","5.76","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Yale Rug in Red/Black-2' x 3'","","","","","","/feizy/154-8268F-REDBLK.jpg","/feizy/154-8268F-REDBLK.jpg","/feizy/154-8268F-REDBLK.jpg","","Long-treasured Persian and Indian motifs rise from antiquity in the celebrated Yale Collection. Borrowing centuries-old patterns from renowned weaving centers such as Kashan, Tabriz and Agra, these rugs command attention with their opulent palettes and time-honored designs.","","","","","","Reds","Rectangle","Traditional","2' x 3'","2' x 3'","100% Wool Pile","Yale","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","3","3","24","","Hand tufted in India with a pure wool pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-8527F-BLKGLD-3'-6""x5'-6""","","Feizy Yale Rug in Black/Gold-3'-6"" x 5'-6""","Feizy","8527F","","Use config","Use config","","297","198","","","18.48","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Yale Rug in Black/Gold-3'-6"" x 5'-6""","","","","","","/feizy/154-8527F-BLKGLD.jpg","/feizy/154-8527F-BLKGLD.jpg","/feizy/154-8527F-BLKGLD.jpg","","Long-treasured Persian and Indian motifs rise from antiquity in the celebrated Yale Collection. Borrowing centuries-old patterns from renowned weaving centers such as Kashan, Tabriz and Agra, these rugs command attention with their opulent palettes and time-honored designs.","","","","","","Multi","Rectangle","Traditional","3'6"" x 5'6""","3'6"" x 5'6""","100% Wool Pile","Yale","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","6","6","42","","Hand tufted in India with a pure wool pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-8527F-BLKGLD-5'x8'","","Feizy Yale Rug in Black/Gold-5' x 8'","Feizy","8527F","","Use config","Use config","","643.5","429","","","38.4","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Yale Rug in Black/Gold-5' x 8'","","","","","","/feizy/154-8527F-BLKGLD.jpg","/feizy/154-8527F-BLKGLD.jpg","/feizy/154-8527F-BLKGLD.jpg","","Long-treasured Persian and Indian motifs rise from antiquity in the celebrated Yale Collection. Borrowing centuries-old patterns from renowned weaving centers such as Kashan, Tabriz and Agra, these rugs command attention with their opulent palettes and time-honored designs.","","","","","","Multi","Rectangle","Traditional","5' x 8'","5' x 8'","100% Wool Pile","Yale","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","8","8","60","","Hand tufted in India with a pure wool pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-8527F-BLKGLD-8'x11'","","Feizy Yale Rug in Black/Gold-8' X 11'","Feizy","8527F","","Use config","Use config","","1360.5","907","","","84.48","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Yale Rug in Black/Gold-8' X 11'","","","","","","/feizy/154-8527F-BLKGLD.jpg","/feizy/154-8527F-BLKGLD.jpg","/feizy/154-8527F-BLKGLD.jpg","","Long-treasured Persian and Indian motifs rise from antiquity in the celebrated Yale Collection. Borrowing centuries-old patterns from renowned weaving centers such as Kashan, Tabriz and Agra, these rugs command attention with their opulent palettes and time-honored designs.","","","","","","Multi","Rectangle","Traditional","8' x 11'","8' x 11'","100% Wool Pile","Yale","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","9","9","96","","Hand tufted in India with a pure wool pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-8527F-BLKGLD-2'-3""x8'","","Feizy Yale Rug in Black/Gold-2'-3"" x 8'","Feizy","8527F","","Use config","Use config","","277.5","185","","","17.28","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Yale Rug in Black/Gold-2'-3"" x 8'","","","","","","/feizy/154-8527F-BLKGLD.jpg","/feizy/154-8527F-BLKGLD.jpg","/feizy/154-8527F-BLKGLD.jpg","","Long-treasured Persian and Indian motifs rise from antiquity in the celebrated Yale Collection. Borrowing centuries-old patterns from renowned weaving centers such as Kashan, Tabriz and Agra, these rugs command attention with their opulent palettes and time-honored designs.","","","","","","Multi","Hall/Stair Runner","Traditional","Runners 8'-9'","2'3"" x 8' Runner","100% Wool Pile","Yale","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","8","8","32","","Hand tufted in India with a pure wool pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-8527F-BLKGLD-8'x8'Round","","Feizy Yale Rug in Black/Gold-8' x 8' Round","Feizy","8527F","","Use config","Use config","","987","658","","","61.44","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Yale Rug in Black/Gold-8' x 8' Round","","","","","","/feizy/154-8527F-BLKGLD.jpg","/feizy/154-8527F-BLKGLD.jpg","/feizy/154-8527F-BLKGLD.jpg","","Long-treasured Persian and Indian motifs rise from antiquity in the celebrated Yale Collection. Borrowing centuries-old patterns from renowned weaving centers such as Kashan, Tabriz and Agra, these rugs command attention with their opulent palettes and time-honored designs.","","","","","","Multi","Round","Traditional","Round 7'-8'","8' x 8' Round","100% Wool Pile","Yale","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","8","8","96","","Hand tufted in India with a pure wool pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-8527F-BLKGLD-2'x3'","","Feizy Yale Rug in Black/Gold-2' x 3'","Feizy","8527F","","Use config","Use config","","93","62","","","5.76","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Yale Rug in Black/Gold-2' x 3'","","","","","","/feizy/154-8527F-BLKGLD.jpg","/feizy/154-8527F-BLKGLD.jpg","/feizy/154-8527F-BLKGLD.jpg","","Long-treasured Persian and Indian motifs rise from antiquity in the celebrated Yale Collection. Borrowing centuries-old patterns from renowned weaving centers such as Kashan, Tabriz and Agra, these rugs command attention with their opulent palettes and time-honored designs.","","","","","","Multi","Rectangle","Traditional","2' x 3'","2' x 3'","100% Wool Pile","Yale","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","3","3","24","","Hand tufted in India with a pure wool pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-8551F-RST000-3'-6""x5'-6""","","Feizy Contour Rug in Rust-3'-6"" x 5'-6""","Feizy","8551F","","Use config","Use config","","658.5","439","","","19.25","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Contour Rug in Rust-3'-6"" x 5'-6""","","","","","","/feizy/261-8551F-RST000.jpg","/feizy/261-8551F-RST000.jpg","/feizy/261-8551F-RST000.jpg","","An intricate display of moving lines in brilliant colors: the Contour Collection. Strokes of rust, mocha and cinnamon swirl across the silky pile, sparking images as diverse as rustic sunsets, nomadic tapestries or even modern art. Versatile and striking, this collection will infuse imagination into your home.","","","","","","Oranges/Rust","Rectangle","Stripes","3'6"" x 5'6""","3'6"" x 5'6""","WOOL & VISCOSE BLEND","Contour","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","6","6","42","","Hand tufted in India with an antique washed, semi-worsted and twisted New Zealand wool and art silk pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-8551F-RST000-5'x8'","","Feizy Contour Rug in Rust-5' x 8'","Feizy","8551F","","Use config","Use config","","1384.5","923","","","40","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Contour Rug in Rust-5' x 8'","","","","","","/feizy/261-8551F-RST000.jpg","/feizy/261-8551F-RST000.jpg","/feizy/261-8551F-RST000.jpg","","An intricate display of moving lines in brilliant colors: the Contour Collection. Strokes of rust, mocha and cinnamon swirl across the silky pile, sparking images as diverse as rustic sunsets, nomadic tapestries or even modern art. Versatile and striking, this collection will infuse imagination into your home.","","","","","","Oranges/Rust","Rectangle","Stripes","5' x 8'","5' x 8'","WOOL & VISCOSE BLEND","Contour","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","8","8","60","","Hand tufted in India with an antique washed, semi-worsted and twisted New Zealand wool and art silk pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-8551F-RST000-8'x11'","","Feizy Contour Rug in Rust-8' X 11'","Feizy","8551F","","Use config","Use config","","3027","2018","","","88","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Contour Rug in Rust-8' X 11'","","","","","","/feizy/261-8551F-RST000.jpg","/feizy/261-8551F-RST000.jpg","/feizy/261-8551F-RST000.jpg","","An intricate display of moving lines in brilliant colors: the Contour Collection. Strokes of rust, mocha and cinnamon swirl across the silky pile, sparking images as diverse as rustic sunsets, nomadic tapestries or even modern art. Versatile and striking, this collection will infuse imagination into your home.","","","","","","Oranges/Rust","Rectangle","Stripes","8' x 11'","8' x 11'","WOOL & VISCOSE BLEND","Contour","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","8","8","96","","Hand tufted in India with an antique washed, semi-worsted and twisted New Zealand wool and art silk pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-7276F-IVY000-4'x6'","","Feizy Channels Rug in Ivory-4' x 6'","Feizy","7276F","","Use config","Use config","","1525.5","1017","","","26.4","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Channels Rug in Ivory-4' x 6'","","","","","","/feizy/287-7276F-IVY000.jpg","/feizy/287-7276F-IVY000.jpg","/feizy/287-7276F-IVY000.jpg","","The calm, quiet splendor of the Channels Collection defies the boundaries of elegance and style. Flowing geometric patterns integrated with natural soothing tones create a balanced ebb and flow to both modern and transitional décors. The sensuous patina of deep lush piles plays against shorter looped piles to capture visual interest with contrasting textures.","","","","","","Neutrals","Rectangle","Transitional","4' x 6' ","4' x 6'","100% Wool Pile","Channels","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","6","6","46","","Tibetan-style hand knotted in India with a pure wool pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-7276F-IVY000-5'-6""x8'-6""","","Feizy Channels Rug in Ivory-5'-6"" x 8'-6""","Feizy","7276F","","Use config","Use config","","3412.5","2275","","","51.43","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Channels Rug in Ivory-5'-6"" x 8'-6""","","","","","","/feizy/287-7276F-IVY000.jpg","/feizy/287-7276F-IVY000.jpg","/feizy/287-7276F-IVY000.jpg","","The calm, quiet splendor of the Channels Collection defies the boundaries of elegance and style. Flowing geometric patterns integrated with natural soothing tones create a balanced ebb and flow to both modern and transitional décors. The sensuous patina of deep lush piles plays against shorter looped piles to capture visual interest with contrasting textures.","","","","","","Neutrals","Rectangle","Transitional","5' x 8'","5'6"" x 8'6""","100% Wool Pile","Channels","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","8","8","66","","Tibetan-style hand knotted in India with a pure wool pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-7276F-IVY000-7'-9""x9'-9""","","Feizy Channels Rug in Ivory-7'-9"" x 9'-9""","Feizy","7276F","","Use config","Use config","","4804.5","3203","","","83.12","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Channels Rug in Ivory-7'-9"" x 9'-9""","","","","","","/feizy/287-7276F-IVY000.jpg","/feizy/287-7276F-IVY000.jpg","/feizy/287-7276F-IVY000.jpg","","The calm, quiet splendor of the Channels Collection defies the boundaries of elegance and style. Flowing geometric patterns integrated with natural soothing tones create a balanced ebb and flow to both modern and transitional décors. The sensuous patina of deep lush piles plays against shorter looped piles to capture visual interest with contrasting textures.","","","","","","Neutrals","Rectangle","Transitional","8' x 10'","7'9"" x 9'9""","100% Wool Pile","Channels","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","8","8","96","","Tibetan-style hand knotted in India with a pure wool pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-7276F-IVY000-8'-6""x11'-6""","","Feizy Channels Rug in Ivory-8'-6"" x 11'-6""","Feizy","7276F","","Use config","Use config","","6216","4144","","","107.53","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Channels Rug in Ivory-8'-6"" x 11'-6""","","","","","","/feizy/287-7276F-IVY000.jpg","/feizy/287-7276F-IVY000.jpg","/feizy/287-7276F-IVY000.jpg","","The calm, quiet splendor of the Channels Collection defies the boundaries of elegance and style. Flowing geometric patterns integrated with natural soothing tones create a balanced ebb and flow to both modern and transitional décors. The sensuous patina of deep lush piles plays against shorter looped piles to capture visual interest with contrasting textures.","","","","","","Neutrals","Rectangle","Transitional","8' x 11'","8'6"" x 11'6""","100% Wool Pile","Channels","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","9","9","102","","Tibetan-style hand knotted in India with a pure wool pile.","","","",""
