"store","store_id","websites","attribute_set","type","configurable_attributes","_super_attribute_code","category_ids","sku","associated","name","manufacturer","mfg_model","aw_callforprice","msrp_enabled","msrp_display_actual_price_type","msrp","price","special_price","special_from_date","special_to_date","weight","tax_class_id","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","status","visibility","is_recurring","url_key","url_path","meta_title","meta_description","meta_keyword","image_label","small_image_label","thumbnail_label","image","small_image","thumbnail","media_gallery","description","short_description","feature_1","feature_2","feature_3","feature_4","rug_color","rug_shape","rug_style","rug_nav","rug_size","rug_material","mfg_collection","assembly_req","country_of_manufacture","ship_type","lead_time","enable_googlecheckout","gift_message_available","has_options","custom_layout_update","page_layout","options_container","custom_design","custom_design_from","custom_design_to","news_from_date","news_to_date","reward_no_discount","reward_points","product_name","product_type_id","product_status_changed","product_changed_websites","recurring_profile","shipping_height","shipping_width","shipping_length","pile_height","construction","stain_resistant","fire_resistant","care_cleaning","warranty"
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-8236F-IVYRED-3'-6""x5'-6""","","Feizy Yale Rug in Ivory/Red-3'-6"" x 5'-6""","Feizy","8236F","","Use config","Use config","","297","198","","","18.48","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Yale Rug in Ivory/Red-3'-6"" x 5'-6""","","","","","","/feizy/154-8236F-IVYRED.jpg","/feizy/154-8236F-IVYRED.jpg","/feizy/154-8236F-IVYRED.jpg","","Long-treasured Persian and Indian motifs rise from antiquity in the celebrated Yale Collection. Borrowing centuries-old patterns from renowned weaving centers such as Kashan, Tabriz and Agra, these rugs command attention with their opulent palettes and time-honored designs.","","","","","","Yellows/Golds","Rectangle","Traditional","3'6"" x 5'6""","3'6"" x 5'6""","100% Wool Pile","Yale","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","6","6","46","","Hand tufted in India with a pure wool pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-8236F-IVYRED-5'x8'","","Feizy Yale Rug in Ivory/Red-5' x 8'","Feizy","8236F","","Use config","Use config","","643.5","429","","","38.4","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Yale Rug in Ivory/Red-5' x 8'","","","","","","/feizy/154-8236F-IVYRED.jpg","/feizy/154-8236F-IVYRED.jpg","/feizy/154-8236F-IVYRED.jpg","","Long-treasured Persian and Indian motifs rise from antiquity in the celebrated Yale Collection. Borrowing centuries-old patterns from renowned weaving centers such as Kashan, Tabriz and Agra, these rugs command attention with their opulent palettes and time-honored designs.","","","","","","Yellows/Golds","Rectangle","Traditional","5' x 8'","5' x 8'","100% Wool Pile","Yale","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","8","8","60","","Hand tufted in India with a pure wool pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-8236F-IVYRED-8'x11'","","Feizy Yale Rug in Ivory/Red-8' X 11'","Feizy","8236F","","Use config","Use config","","1360.5","907","","","84.48","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Yale Rug in Ivory/Red-8' X 11'","","","","","","/feizy/154-8236F-IVYRED.jpg","/feizy/154-8236F-IVYRED.jpg","/feizy/154-8236F-IVYRED.jpg","","Long-treasured Persian and Indian motifs rise from antiquity in the celebrated Yale Collection. Borrowing centuries-old patterns from renowned weaving centers such as Kashan, Tabriz and Agra, these rugs command attention with their opulent palettes and time-honored designs.","","","","","","Yellows/Golds","Rectangle","Traditional","8' x 11'","8' x 11'","100% Wool Pile","Yale","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","9","9","96","","Hand tufted in India with a pure wool pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-8236F-IVYRED-2'-3""x8'","","Feizy Yale Rug in Ivory/Red-2'-3"" x 8'","Feizy","8236F","","Use config","Use config","","277.5","185","","","17.28","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Yale Rug in Ivory/Red-2'-3"" x 8'","","","","","","/feizy/154-8236F-IVYRED.jpg","/feizy/154-8236F-IVYRED.jpg","/feizy/154-8236F-IVYRED.jpg","","Long-treasured Persian and Indian motifs rise from antiquity in the celebrated Yale Collection. Borrowing centuries-old patterns from renowned weaving centers such as Kashan, Tabriz and Agra, these rugs command attention with their opulent palettes and time-honored designs.","","","","","","Yellows/Golds","Hall/Stair Runner","Traditional","Runners 8'-9'","2'3"" x 8' Runner","100% Wool Pile","Yale","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","8","8","32","","Hand tufted in India with a pure wool pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-8236F-IVYRED-8'x8'Round","","Feizy Yale Rug in Ivory/Red-8' x 8' Round","Feizy","8236F","","Use config","Use config","","987","658","","","61.44","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Yale Rug in Ivory/Red-8' x 8' Round","","","","","","/feizy/154-8236F-IVYRED.jpg","/feizy/154-8236F-IVYRED.jpg","/feizy/154-8236F-IVYRED.jpg","","Long-treasured Persian and Indian motifs rise from antiquity in the celebrated Yale Collection. Borrowing centuries-old patterns from renowned weaving centers such as Kashan, Tabriz and Agra, these rugs command attention with their opulent palettes and time-honored designs.","","","","","","Yellows/Golds","Round","Traditional","Round 7'-8'","8' x 8' Round","100% Wool Pile","Yale","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","8","8","96","","Hand tufted in India with a pure wool pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-8236F-IVYRED-2'x3'","","Feizy Yale Rug in Ivory/Red-2' x 3'","Feizy","8236F","","Use config","Use config","","93","62","","","5.76","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Yale Rug in Ivory/Red-2' x 3'","","","","","","/feizy/154-8236F-IVYRED.jpg","/feizy/154-8236F-IVYRED.jpg","/feizy/154-8236F-IVYRED.jpg","","Long-treasured Persian and Indian motifs rise from antiquity in the celebrated Yale Collection. Borrowing centuries-old patterns from renowned weaving centers such as Kashan, Tabriz and Agra, these rugs command attention with their opulent palettes and time-honored designs.","","","","","","Yellows/Golds","Rectangle","Traditional","2' x 3'","2' x 3'","100% Wool Pile","Yale","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","3","3","24","","Hand tufted in India with a pure wool pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-8268F-REDBLK-3'-6""x5'-6""","","Feizy Yale Rug in Red/Black-3'-6"" x 5'-6""","Feizy","8268F","","Use config","Use config","","297","198","","","18.48","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Yale Rug in Red/Black-3'-6"" x 5'-6""","","","","","","/feizy/154-8268F-REDBLK.jpg","/feizy/154-8268F-REDBLK.jpg","/feizy/154-8268F-REDBLK.jpg","","Long-treasured Persian and Indian motifs rise from antiquity in the celebrated Yale Collection. Borrowing centuries-old patterns from renowned weaving centers such as Kashan, Tabriz and Agra, these rugs command attention with their opulent palettes and time-honored designs.","","","","","","Reds","Rectangle","Traditional","3'6"" x 5'6""","3'6"" x 5'6""","100% Wool Pile","Yale","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","6","6","42","","Hand tufted in India with a pure wool pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-8268F-REDBLK-5'x8'","","Feizy Yale Rug in Red/Black-5' x 8'","Feizy","8268F","","Use config","Use config","","643.5","429","","","38.4","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Yale Rug in Red/Black-5' x 8'","","","","","","/feizy/154-8268F-REDBLK.jpg","/feizy/154-8268F-REDBLK.jpg","/feizy/154-8268F-REDBLK.jpg","","Long-treasured Persian and Indian motifs rise from antiquity in the celebrated Yale Collection. Borrowing centuries-old patterns from renowned weaving centers such as Kashan, Tabriz and Agra, these rugs command attention with their opulent palettes and time-honored designs.","","","","","","Reds","Rectangle","Traditional","5' x 8'","5' x 8'","100% Wool Pile","Yale","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","8","8","60","","Hand tufted in India with a pure wool pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-8268F-REDBLK-8'x11'","","Feizy Yale Rug in Red/Black-8' X 11'","Feizy","8268F","","Use config","Use config","","1360.5","907","","","84.48","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Yale Rug in Red/Black-8' X 11'","","","","","","/feizy/154-8268F-REDBLK.jpg","/feizy/154-8268F-REDBLK.jpg","/feizy/154-8268F-REDBLK.jpg","","Long-treasured Persian and Indian motifs rise from antiquity in the celebrated Yale Collection. Borrowing centuries-old patterns from renowned weaving centers such as Kashan, Tabriz and Agra, these rugs command attention with their opulent palettes and time-honored designs.","","","","","","Reds","Rectangle","Traditional","8' x 11'","8' x 11'","100% Wool Pile","Yale","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","9","9","96","","Hand tufted in India with a pure wool pile.","","","",""
"admin","0","Base","Rugs","simple","","","90,6","FEIZY-8268F-REDBLK-2'-3""x8'","","Feizy Yale Rug in Red/Black-2'-3"" x 8'","Feizy","8268F","","Use config","Use config","","277.5","185","","","17.28","2","TODO","0","1","0","0","1","1","1","0","1","1","","0","1","0","1","0","1","0","1","0","0","0","1","1","1","No","","","Feizy Yale Rug in Red/Black-2'-3"" x 8'","","","","","","/feizy/154-8268F-REDBLK.jpg","/feizy/154-8268F-REDBLK.jpg","/feizy/154-8268F-REDBLK.jpg","","Long-treasured Persian and Indian motifs rise from antiquity in the celebrated Yale Collection. Borrowing centuries-old patterns from renowned weaving centers such as Kashan, Tabriz and Agra, these rugs command attention with their opulent palettes and time-honored designs.","","","","","","Reds","Hall/Stair Runner","Traditional","Runners 8'-9'","2'3"" x 8' Runner","100% Wool Pile","Yale","","","Drop Ship","14 Days","Yes","No","0","","1 column","container1","","","","","","","","","simple","","","","8","8","32","","Hand tufted in India with a pure wool pile.","","","",""
